file_number,office,shift_granted,admission_date,condition,shift_date,egress_date,technical,detail
p-50181/15,oficina fiscal 1,si,8/5/2015,archivado,,28/5/2015,lo,retira aux leonardo gonzalez
p-50075/15,oficina fiscal 2,si,11/5/2015,archivado,,14/5/2015,cn,"retira aux gonzalo aciar, y no se lleva a cabo extracciones."
p-40949/15 segunda,san martin,no,8/5/2015,archivado,,14/5/2015,cn,retira aux. alexander ramos - investigativa zona este
p-6359/15,santa rosa,no,17/4/2015,archivado,,14/5/2015,cn,retira aux. alexander ramos - investigativa zona este
p-46385/15,capital,si,29/4/2015,archivado,,13/5/2015,cn,recibido en mesa de entradas ufi 
p-48666/15,oficina fiscal 10,si,12/5/2015,archivado,,14/5/2015,lo,recibido en mesa de entrada ufi correccional x jefe mesa entradas
p-48801/15,oficina fiscal 16,si,12/5/2015,archivado,,20/5/2015,cn,retira aux dario coque
p-46907/15,oficina fiscal 8,si,13/5/2015,archivado,,15/6/2015,lo,ufi guaymallen
p-7108/15,godoy cruz,si,13/5/2015,archivado,,,lo,
p-37474/15,oficina fiscal 9,si,17/4/2015,archivado,,,lo,
p-132437/14,oficina fiscal 10,si,14/5/2015,archivado,,17/6/2015,lo,retira aux patricia pinamaria.
p-41220/15,san martin,no,14/5/2015,archivado,,19/6/2015,cn,"retira ordenanza de zona este, salvador"
p-47085/15,flagrancia,si,1/7/2015,archivado,,11/8/2015,lo,se remite en devoluci�n a flagrancia por estar mal pedida la orden. desde el 18/05 nuevamente ac� y mal pedido. se pide nuevo turno se comienza el 1/7. retira ordenanza paola  alaniz
p-38474/15,guaymallen,si ,13/5/2015,archivado,,18/5/2015,cn,retira aux. rita toledo
p-38660/15,especial,no,15/5/2015,archivado,,28/5/2015,cn,retira fabian mora
p-61709/15,flagrancia,si,19/5/2015,archivado,,20/5/2015,cn,retira aux ufi
p-47931/15,oficina fiscal 8,si,28/4/2015,archivado,,21/5/2015,lo,ufi guaymallen
p-49488/15,maipu-lujan,si,20/5/2015,archivado,,21/5/2015,cn,recibe mesa de entradas ufi maip� lujan
p-51785/15,oficina fiscal 3,si,22/5/2015,archivado,,28/5/2015,lo,recibe ufi gc mesa de entradas
p-2/15,maipu-lujan,si,26/5/2015,archivado,,26/5/2015,cn,recibe aux betiana dobrosky
p2-87460/14,primer juzgado instrucci�n san rafael,no,30/3/2015,archivado,27/5/2015,10/6/2015,cn,retira chofer juan harazink
p-30469/15,valle de uco,no,27/5/2015,archivado,,28/5/2015,cn,retira aux juan suppia
p-60424/15,oficina fiscal 1,si,28/5/2015,archivado,,12/6/2015,lo,recita aux. martin estrella
p-58735/15,oficina fiscal san martin,si,28/5/2015,archivado,,1/6/2015,cn,retira policia aux bertognolo natalia 
p-56316/15,valle de uco,si,27/5/2015,archivado,,28/5/2015,cn,recibe aux victoria
p-60841/15,oficina fiscal 2,si,28/5/2015,archivado,,,lo,
p-49910/15,oficina fiscal 1,si,4/5/2015,archivado,,1/6/2015,cn,"recibe aux adm valeria gioia. el d�a 23/06/15 solicitan se les remita, informando que fue entregado en ufi"
p-8199/15,oficina fiscal san martin,no,1/6/2015,archivado,,16/6/2015,cn,retira marcelo facello de despacho zona este
p-59174/15,oficina fiscal san martin,no,3/6/2015,archivado,,16/6/2015,cn,retira marcelo facello de despacho zona este
p-14006/15,oficina fiscal 11,si,11/3/2015,archivado,,8/6/2015,cn,
p-62678/15,oficina fiscal 18,si,5/6/2015,archivado,,15/6/2015,lo,ufi guaymallen
p-51404/15,godoy cruz,si,8/6/2015,archivado,,16/6/2015,lo,corresponde al expte. 51404-15 pero se equivocaron en el preventivo y en la orden por lo que lleva el n� p-51372/15 ufi godoy cruz
18101 segunda,cuarto juzgado instrucci�n gral alvear,no,10/6/2015,archivado,7/7/2015,30/7/2015,cn,retira juan harazink - chofer. recibido x secretaria eliana aguirre
p-49192/15,maipu-lujan,si,11/6/2015,archivado,,12/6/2015,cn,recibe jefa mesa de entradas
p-63229/15,oficina fiscal 3,si,10/6/2015,archivado,,16/6/2015,lo,ufi godoy cruz
p-24269/15,flagrancia,si,15/6/2015,archivado,,30/6/2015,lo,recibe secretario de flagrancia proc. jose mu�oz
p-55341/15,flagrancia,si,8/6/2015,archivado,,30/6/2015,lo,recibe secretario de flagrancia proc. jose mu�oz
17734,cuarto juzgado instrucci�n gral alvear,no,17/6/2015,archivado,7/7/2015,30/7/2015,cn,retira juan harazink - chofer. recibido x secretaria eliana aguirre
p2-87827/14,tercer juzgado instrucci�n san rafael,no,17/6/2015,archivado,7/7/2015,8/7/2015,cn,retira juan harazink - chofer
p-57319/15,especial,si,16/6/2015,archivado,,23/6/2015,cn,retira fabian mora
p-50180/14,maipu-lujan,si,19/6/2015,archivado,,19/6/2015,cn,recibe jefa mesa de entradas
p-68424/15,oficina fiscal 1,si,19/6/2015,archivado,,16/7/2015,cn,mesa de entradas de capital
p-70269/15,oficina fiscal 19,no,22/6/2015,archivado,,23/6/2015,cn,retira aux. adm miguel bogas
p-34091/15,oficina fiscal 19,no,20/4/2015,archivado,,23/6/2015,cn,retira aux. adm miguel bogas
p-64387/15,oficina fiscal 17,si,23/6/2015,archivado,,9/9/2015,cn,retira aux. ruben alvarez
p-61907/15,especial,si,23/6/2015,archivado,,29/6/2015,cn,retira paola alaniz ordenanza especial
p-68375/15,oficina fiscal 1,si,22/6/2015,archivado,,16/7/2015,cn,mesa de entradas ufi capital
p-54559/15,guaymallen,si,24/6/2015,archivado,,30/6/2015,lo,ufi guaymallen
p-59735/15,oficina fiscal san martin,no,29/6/2015,archivado,,19/8/2015,lo,retira salvador despacho zona este ministerio publico
p-68571/15,oficina fiscal 1,si,26/6/2015,archivado,,7/7/2015,lo,mesa de entradas ufi capital
p-68852/15,oficina fiscal 13,si,25/6/2015,archivado,,16/7/2015,cn,mesa de entradas ufi capital
p-61815/15,flagrancia,si,30/6/2015,archivado,,18/8/2015,cn,retira dra. mariel salinas (prosecretaria)
p-19408/15,especial,no,1/7/2015,archivado,,7/7/2015,cn,retira fabian mora
p-16597/15,capital,si,30/6/2015,archivado,,,lo,mesa de entradas ufi capital
p-72438/15,oficina fiscal 19,si,30/6/2015,archivado,,16/7/2015,lo,mesa de entradas ufi guaymall�n
p-69131/15,oficina fiscal 2,si,3/7/2015,archivado,,,cn,mesa de entradas ufi capital
p-9297/13,godoy cruz,si,2/7/2015,archivado,,6/7/2015,cn,mesa de entradas ufi godoy cruz
p-67090/15,oficina fiscal 11,si,,archivado,,16/7/2015,cn,mesa de entradas ufi maip�-luj�n
p-27693/15,capital,no,3/7/2015,archivado,,7/7/2015,cn,informe de entrecruzamiento i2
p-68851/15,oficina fiscal 13,si,6/7/2015,archivado,,8/7/2015,cn,retira aux belen bazan ofi 13
p-68879/15,oficina fiscal 2,si,7/7/2015,archivado,,16/7/2015,cn,mesa de entradas ufi capital
p-61584/15,oficina fiscal 1,si,10/7/2015,archivado,,16/7/2015,lo,retira aux. cinthia maldonado
p-71283/15,godoy cruz,si,23/9/2015,archivado,,15/10/2015,cn,no ten�an la llave de secuestros de correccional por lo cual no se puede remitir. recibido en mesa entradas
p-51682/15,flagrancia,si,,se cae turno,,,lo,los celulares estaban en secuestros judiciales por lo que se cae el turno
p-52921/15,rivadavia-junin,no,15/7/2015,archivado,,19/8/2015,lo,retira salvador despacho zona este ministerio publico
p-75902/15,capital,si,15/7/2015,archivado,,16/7/2015,lo,mesa de entradas ufi capital
p-69017/15,oficina fiscal 2,si,17/7/2015,archivado,,17/7/2015,lo,mesa de entradas ufi capital
p-74839/15,maipu-lujan,no ,21/7/2015,archivado,,30/7/2015,cn,mesa de entradas ufi maip�-luj�n
p-69097/15,oficina fiscal 1,si,21/7/2015,archivado,,3/3/2016,cn,retira aux. de la ufi mauro jerez
p-63484/15,oficina fiscal 17,si,22/7/2015,archivado,,9/9/2015,cn,retira aux ruben alvarez
p-77363/15,valle de uco,si,28/7/2015,archivado,,,lo,
p-42958/15,oficina fiscal 6,si,3/8/2015,archivado,,4/8/2015,lo,retira aux clarisa zeballos
p-73407/15,oficina fiscal 19,si,27/7/2015,archivado,,4/8/2015,cn,retir� auxiliar pablo g�mez
p-77919/15,oficina fiscal 6,si,4/8/2015,archivado,,5/8/2015,cn,retir� aux odorizi jorge
p-74166/15,maipu-lujan,si,4/8/2015,archivado,,4/8/2015,cn,recibe aux andrea tomazzeli
p-65801/15,valle de uco,si,4/8/2015,archivado,,,lo,mesa de entradas de lh-lavalle
p-15052/15,guaymallen,si,,se cae turno,,,,informa el secretario del correccional que pas� a instrucci�n. que esperemos que instrucci�n pida nuevo turno. 06/08/15
p-120998/14,capital,si,6/8/2015,archivado,,7/8/2015,cn,recibe osvaldo cordon jefe de mesa de entradas
p-73671/15,guaymallen,si,10/8/2015,archivado,,10/8/2015,lo,mesa de entradas ufi guaymall�n
p-46897/15,oficina fiscal 8,si,6/8/2015,archivado,,21/8/2015,lo,recibe auxiliar cynthyer balda
p2-94179/14,tercer juzgado instrucci�n san rafael,no,7/8/2015,archivado,21/8/2015,24/8/2015,cn,retira juan harazink - chofer - recibido por pedro r�os - mesa de entradas
p-70269/15 segunda,oficina fiscal 19,si,7/8/2015,archivado,24/8/2015,,cn,mesa de entradas ufi guaymall�n
p-84771/15,capital,si,18/8/2015,archivado,,,lo,mesa de entradas ufi capital
p-84099/15,maipu-lujan,si,14/8/2015,archivado,,19/8/2015,lo,mesa de entradas 
p-61907/15,especial,si,5/8/2015,archivado,,20/8/2015,cn,informe de entrecruzamiento i2. retira aux. salgado juan pablo.
p-87704/15,oficina fiscal 18,si,13/8/2015,archivado,,14/8/2015,cn,recibe auxiliar adriana croce
p-68113/15,capital,si,19/8/2015,archivado,,,lo,
p-88184/15,oficina fiscal 9,si,18/8/2015,archivado,,21/8/2015,lo,mesa de entradas ufi guaymall�n
p-85852/15,oficina fiscal 1,si,19/8/2015,archivado,,17/9/2015,cn,retira aux emanuel echegaray de oficina fiscal nro. 1
p-57795/15,maipu-lujan,si,nunca ingreso,se cae turno,,,,enzo ufi lujan nunca devolvieron el llamado
p-88481/15,oficina fiscal 8,si,21/8/2015,archivado,,10/9/2015,lo,recibe auxiliar hidalgo
p-85820/15,capital,si,,archivado,,,lo,mesa de entradas ufi capital
p-64344/15,maipu-lujan,si,24/8/2015,archivado,,24/8/2015,cn,recibido aux adriana rio
p2-105296/15,primer juzgado instrucci�n san rafael,no,21/8/2015,archivado,,28/8/2015,cn,retira juan harazink - chofer.
p-89250/15,oficina fiscal 6,si,nunca ingreso,se cae turno,,,,turno con fecha 26/08/15 08:00 nunca lo trajeron
p-80511/15,oficina fiscal rivadavia,no,26/8/2015,archivado,,1/9/2015,cn,retira auxiliar policia uid sergio paez
p-88477/15,oficina fiscal 8,si,21/8/2015,archivado,,26/8/2015,lo,retira aux martin daniel torres. oficina 8
p-80539/15,oficina fiscal junin,no,28/8/2015,archivado,,1/9/2015,cn,retira auxiliar policia uid sergio paez
p-22350/15,san martin,no,27/8/2015,archivado,,1/9/2015,cn,retira auxiliar policia uid sergio paez
p-101699/14,valle de uco,si,,se cae turno,,,,mail de dejar sin efecto la medida
p-79549/15,oficina fiscal san martin,no,1/9/2015,archivado,,16/12/2015,lo,retira policia aux bertognolo natalia 
p-96807/15,oficina fiscal 9,si,1/9/2015,archivado,,3/9/2015,cn,retira aux. bragagnolo de oficina fiscal nro. 19
p-90670/15,maipu-lujan,si,1/9/2015,archivado,,1/9/2015,cn,recibido mesa de entradas aux. gabriel garcia
p-86821/15,oficina fiscal 4,si,2/9/2015,archivado,,7/9/2015,lo,mesa de entradas ufi godoy cruz
p-71995/15,oficina fiscal 3,si,,archivado,,14/9/2015,lo,mesa de entradas ufi godoy cruz
p-93095/15,oficina fiscal 1,si,,archivado,,14/9/2015,lo,entregado en 3ero de garant�as y en la ufi de capital correccional
p-96885/15,flagrancia,si,9/9/2015,archivado,,11/9/2015,lo,retira ordenanza de flagrancia javier sosa
p-97608/15,oficina fiscal 9,si,10/9/2015,archivado,,11/9/2015,lo,recibido en tercero de garant�as por aux. alejandro bernal y retirado por aux. cristian buchruncker de ofi n� 9
p-57030/15,especial,si,14/9/2015,archivado,,17/9/2015,lo,recibe aurelio simonovich jefe mesa de entradas
p-5871/15,capital,no,4/9/2015,archivado,,14/9/2015,cn,informe i2 con expte. acumulados p-35165/15 y p-34945/15 recibe mesa de entradas aux. daniel feltrer
p-97608/15 segundo,oficina fiscal 9,si,10/9/2015,archivado,,,lo,recibido en tercero de garant�as por aux perroni y mesa de entradas ufi guaymallen
18386,cuarto juzgado instrucci�n gral alvear,no,11/9/2015,archivado,18/9/2015,23/9/2015,cn,retira juan harazik recibido en udapif 25/09/15
839/15,segunda fiscalia menores san rafael,no,11/9/2015,archivado,18/9/2015,22/9/2015,cn,retira juan harazik chofer recibido en udapif 25/09/15
p-93133/15,tercer juzgado garantias,no,17/9/2015,archivado,,17/9/2015,cn,recibe jefe mesa de entradas alejandro bernal
p-100068/15,oficina fiscal 6,si,26/10/2015,archivado,,3/11/2015,lo,mesa de entradas las heras-lavalle coreccional
p-45715/14,capital,si,24/9/2015,archivado,,1/10/2015,lo,ufi capital
p-110216/14,capital,si,21/9/2015,archivado,,22/9/2015,cn,retira aux daniel feltrer ufi capital instrucci�n
p-101299/15,capital,si,22/9/2015,archivado,,23/9/2015,cn,retira aux natalia ponce
p2-111258/15,tercer juzgado instrucci�n san rafael,no,18/9/2015,archivado,9/10/2015,23/10/2015,cn,recibido en juzgado de instrucci�n
p2-112498/15,primer juzgado instrucci�n san rafael,no,18/9/2015,archivado,25/9/2015,28/9/2015,cn,retira juan harazik
p2-109717/15,tercer juzgado instrucci�n san rafael,no,18/9/2015,archivado,25/9/2015,28/9/2015,cn,retira juan harazik
p-103188/15,oficina fiscal 8,si,29/9/2015,archivado,,13/10/2015,lo,retira dr. mar�a laura dino
p-80816/15,oficina fiscal junin,no,21/9/2015,archivado,,13/10/2015,cn,retira aux 1� juan guzman de investigaciones
p-104115/15,oficina fiscal 17,si,29/9/2015,archivado,,13/10/2015,lo,mesa de entrada de godoy cruz
p-105836/15,especial,si,29/9/2015,archivado,,29/9/2015,lo,retira aux. leandro ceballos
p-72469/15,guaymallen,si,28/9/2015,archivado,,1/10/2015,cn,ufi guaymallen
p-48126/14,capital,si,1/10/2015,archivado,,1/10/2015,cn,recibe aux l�mole de mesa de entrada
p-58510/15,maipu-lujan,si,2/10/2015,archivado,,2/10/2015,cn,recibe en ufi aux gabriel garcia y en juzgado de garantia aux perroni
p-49488/15 segundo,maipu-lujan,no,1/10/2015,archivado,,5/10/2015,cn,copia de cd con reportes de extracci�n. retira aux castro
p-91815/15,oficina fiscal 15,si,1/10/2015,archivado,,2/11/2015,cn,recibido en el 3� juzgado de garant�as para fecha 05/10/15 x aux. perroni y mesa de entradas ufi maipu-luj�n
p-27896/14,godoy cruz,si,4/9/2015,archivado,,5/10/2015,cn,recibido mesa de entradas aux. celina gui�az�. el 25/04/16 solicitan copia de dvd con reportes. retira copia el 26/04/16 aux adriana carrasco.
p-1819/15,especial,no,2/10/2015,archivado,,5/10/2015,cn,retira aux anita allende
p-7803/13,primer juzgado garant�as flagrancia,si,5/10/2015,archivado,,13/10/2015,cn,"retira ordenanza flagrancia, d� ana mar�a gonzalez"
p2-112686/15,primer juzgado instrucci�n san rafael,no,25/9/2015,archivado,9/10/2015,14/10/2015,cn,recibido en mesa de entradas del juzgado
p-80288/15,oficina fiscal rivadavia,si,6/10/2015,archivado,2/12/2015,,cn,"se remite en devoluci�n porque la ayudante fiscal, dra. escudero informa que la autorizaci�n para la extracci�n de datos est� ordenada a delitos tecnol�gicos. retira el 02/12/15 sgto. pascual puertas para llevarlo a delito tecnol�gicos junin."
p-108808/15,oficina fiscal rivadavia,si,8/10/2015,archivado,,16/12/2015,lo,mandaron mail dejando sin efecto el turno. retira policia aux natalia beritognolo
p-68113/15 segundo,capital,si,15/10/2015,archivado,,19/10/2015,lo,dra. mauricio!!! posible perito de parte!!! recibidoen juzgado de garant�as aux perroni y recibido en ufi x jefe mesa de entradas osvado cordon
p-98839/15,oficina fiscal 15,si,6/10/2015,archivado,,19/10/2015,lo,entregado en mesa de entradas del tercero de garant�as. retira telefono auxiliar oficina 15 dardo reche
p-100963/15,oficina fiscal 5,si,6/10/2015,archivado,,14/10/2015,lo,mesa de entradas de las heras-lavalle
p2-111142/15,segundo juzgado instrucci�n san rafael,no,25/9/2015,archivado,9/10/2015,14/10/2015,cn,recibido en mesa de entradas del juzgado
p-87632/14,maipu-lujan,si,8/10/2015,archivado,,14/10/2015,cn,recibido gabriel mesa de entradas
p-103668/15,guaymallen,si,13/10/2015,archivado,13/10/2015,,lo,mesa de entradas guaymall�n
p-99954/15,valle de uco,si,,se cae turno,,,,"era a las 17,30 nunca lo trajeron, hable con alejandra de correccional y angeles de instrucci�n, es de la ma�ana no lo mandaron. solicitaron turno para el 25/11/15  y luego mandaron mail de sin efecto. archivado"
p2-111142/15 segundo,segundo juzgado instrucci�n san rafael,si,25/9/2015,archivado,9/10/2015,14/10/2015,lo,"recibido en juzgado de instrucci�n. ojo, falta traer original. mandaron copia y sin firmas"
p-67344/15,maipu-lujan,si,16/10/2015,archivado,,21/10/2015,lo,mesa de entradas maip�-luj�n
p2-98710/15,segundo juzgado instrucci�n san rafael,no,25/9/2015,archivado,23/10/2015,26/10/2015,lo,retira chofer juan harazink - recibido en juzgado de instrucci�n
p-72081/15,godoy cruz,si,28/9/2015,archivado,,14/10/2015,cn,"la extracci�n se informa negativa, por el tama�o.  recibo en mesa de entradas por capanella"
p-102887/15,oficina fiscal 8,si,15/10/2015,archivado,,30/10/2015,cn,
p-109170/15,oficina fiscal 8,si,15/10/2015,archivado,,3/11/2015,lo,retirado por aux. leonardo fernandez
p-66476/14,capital,si,7/10/2015,archivado,,14/10/2015,cn,recibido en mesa de entradas aux. laura ruiz
p-107737/15,oficina fiscal 1,si,19/10/2015,archivado,,21/10/2015,lo,recibido en mesa de entradas capital correccional
p-95973/15,godoy cruz,si,20/10/2015,archivado,,22/10/2015,lo,recibido en mesa de entradas garantias jefe mesa de entradas alejandro bernal. recibidos telefonos en ufi. aux. natalia
p-109200/15,oficina fiscal 9,si,20/10/2015,archivado,,27/10/2015,lo,recibido por aux. bragagnolo
p-87200/15,godoy cruz,si,21/10/2015,archivado,,2/11/2015,cn,mesa de entradas godoy cruz
p-134987/15,especial,no,26/10/2015,archivado,,27/10/2015,lo,aux. antonella michelutti
p-57795/15,maipu-lujan,si,3/11/2015,archivado,,5/11/2015,lo,mesa de entradas maip�-luj�n
p-116727/15,guaymallen,si,9/11/2015,archivado,,12/11/2015,lo,mesa de entradas guaymall�n
p-116788/15,oficina fiscal 8,si,3/11/2015,archivado,,30/11/2015,lo,mesa de entradas guaymall�n
p-103528/15,guaymallen,si,2/11/2015,archivado,,11/11/2015,lo,mesa de entradas guaymall�n
p-108262/15,oficina fiscal 13,si,2/11/2015,archivado,,14/1/2016,lo,mesa de entradas capital
p2-112686/15 segunda,primer juzgado instrucci�n san rafael,no,4/11/2015,archivado,13/11/2015,17/11/2015,lo,04/12/15 entrega oficio de recibido juan harazik
p-17206/15,valle de uco,si,2/11/2015,archivado,,12/11/2015,lo,retira auxiliar maria thierry
p-113642/15,san martin,no,,archivado,,16/12/2015,lo,retira policia aux bertognolo natalia 
p-108593/15,oficina fiscal 1,si,2/11/2015,archivado,,13/11/2015,lo,retiran de la ufi capital laura cerezo
p-110140/15,guaymallen,si,20/11/2015,archivado,,26/1/2016,cn,"nunca lo trajeron llame a la ufi hable con ariel, no hab�an dejado nada. retira aux. gabriela lucero de ufi guaymall�n"
p-54963/15,guaymallen,si,13/11/2015,archivado,,19/11/2015,lo,mesa de entradas guaymall�n
18498,cuarto juzgado instrucci�n san rafael,no,4/11/2015,archivado,13/11/2015,19/11/2015,lo,
p-122400/15,oficina fiscal 5,si,6/11/2015,archivado,,6/11/2015,lo,
p-87633/15,guaymallen,si,17/11/2015,archivado,,24/11/2015,lo,mesa de entradas guaymall�n
p-117208/15,oficina fiscal 19,si,11/11/2015,archivado,,19/11/2015,lo,mesa de entradas guaymall�n
p-115664/15,maipu-lujan,si,13/11/2015,archivado,,14/1/2016,cn,"mesa de entradas maip�-luj�n. se realiza copia de reportes el 01/02/17, retira aux. adm. soledad castro"
p-19663/15,especial,no,11/11/2015,archivado,,17/11/2015,lo,retira aux adrian hidalgo
p-3221/15,guaymallen,si,10/11/2015,archivado,,,lo,mesa de entradas guaymall�n
p-112367/14,guaymallen,si,18/11/2015,archivado,,24/11/2015,lo,mesa de entradas guaymall�n
p2-115138/15,primera fiscal�a correccional - san rafael,no,13/11/2015,archivado,4/12/2015,9/12/2015,lo,retira juan harazik. recibido en mesa de entradas del juzgado. 
p-125549/15,oficina fiscal 19,si,18/11/2015,archivado,,23/11/2015,cn,retira aux. noelia molina
p-108593/15 segunda,capital,no,17/11/2015,archivado,,23/11/2015,lo,
p-114324/15,oficina fiscal san martin,no,20/11/2015,archivado,,16/12/2015,cn,retira policia aux bertognolo natalia 
